execution_id,model,time_model_python
80e8da77-8bee-4412-9cba-9b9cc4d969cd,Polyfit,5
a4f6d927-5340-4024-a0fe-944eddf85358,Polyfit,5
a4f6d927-5340-4024-a0fe-944eddf85358,CrossCorrelation,2
a4f6d927-5340-4024-a0fe-944eddf85358,Multireg,9
585c4d75-35b7-4bff-ad13-3adb909ebef3,Polyfit,8
585c4d75-35b7-4bff-ad13-3adb909ebef3,CrossCorrelation,2
585c4d75-35b7-4bff-ad13-3adb909ebef3,Multireg,9
18c446a1-836c-4337-8d95-9f5b1292584c,Polyfit,11
18c446a1-836c-4337-8d95-9f5b1292584c,CrossCorrelation,2
18c446a1-836c-4337-8d95-9f5b1292584c,Multireg,9
7c8b2975-a9d9-4a7a-b8ff-950c86029eb6,Polyfit,13
7c8b2975-a9d9-4a7a-b8ff-950c86029eb6,CrossCorrelation,2
7c8b2975-a9d9-4a7a-b8ff-950c86029eb6,Multireg,9
0cff3ee4-691a-430d-a0c6-19ca182480c5,Polyfit,12
0cff3ee4-691a-430d-a0c6-19ca182480c5,CrossCorrelation,3
0cff3ee4-691a-430d-a0c6-19ca182480c5,Multireg,10
f9235c43-5d60-414f-b05f-5b2eb3c89906,Polyfit,25
f9235c43-5d60-414f-b05f-5b2eb3c89906,CrossCorrelation,5
f9235c43-5d60-414f-b05f-5b2eb3c89906,Multireg,15
859bf5c2-3a80-45f9-b45c-80ea967a6f2e,Polyfit,29
859bf5c2-3a80-45f9-b45c-80ea967a6f2e,CrossCorrelation,6
859bf5c2-3a80-45f9-b45c-80ea967a6f2e,Multireg,17
23f57f02-ac32-497c-8ec8-48cebb6f290f,Polyfit,30
23f57f02-ac32-497c-8ec8-48cebb6f290f,CrossCorrelation,6
23f57f02-ac32-497c-8ec8-48cebb6f290f,Multireg,17
7ce309d0-4294-4483-a997-1b99c3c08cb8,Polyfit,33
7ce309d0-4294-4483-a997-1b99c3c08cb8,CrossCorrelation,7
7ce309d0-4294-4483-a997-1b99c3c08cb8,Multireg,18
ceb9904e-47f3-4f7e-adbf-ade3f313ab50,Polyfit,92
ceb9904e-47f3-4f7e-adbf-ade3f313ab50,CrossCorrelation,15
ceb9904e-47f3-4f7e-adbf-ade3f313ab50,Multireg,32
08d776e9-c509-4674-9f40-624f97e8b387,Polyfit,102
08d776e9-c509-4674-9f40-624f97e8b387,CrossCorrelation,17
08d776e9-c509-4674-9f40-624f97e8b387,Multireg,34
1c7110bf-4843-407b-b4ca-2e5c5ae724c9,Polyfit,5
1c7110bf-4843-407b-b4ca-2e5c5ae724c9,CrossCorrelation,2
1c7110bf-4843-407b-b4ca-2e5c5ae724c9,Multireg,9
5ee117d6-9fd5-4197-8a52-1068e20848d2,Polyfit,8
5ee117d6-9fd5-4197-8a52-1068e20848d2,CrossCorrelation,2
5ee117d6-9fd5-4197-8a52-1068e20848d2,Multireg,9
49a98c1b-24c6-465a-a1c9-2f08112cbd9d,Polyfit,12
49a98c1b-24c6-465a-a1c9-2f08112cbd9d,CrossCorrelation,2
49a98c1b-24c6-465a-a1c9-2f08112cbd9d,Multireg,9
7335cc79-fc48-4ebd-afde-2bc6f5e8e149,Polyfit,12
7335cc79-fc48-4ebd-afde-2bc6f5e8e149,CrossCorrelation,2
7335cc79-fc48-4ebd-afde-2bc6f5e8e149,Multireg,9
05f9f5d9-f704-47f9-800e-ae0440af70db,Polyfit,12
05f9f5d9-f704-47f9-800e-ae0440af70db,CrossCorrelation,3
05f9f5d9-f704-47f9-800e-ae0440af70db,Multireg,10
d5e31ab9-5187-46aa-b955-664cdf259a42,Polyfit,25
d5e31ab9-5187-46aa-b955-664cdf259a42,CrossCorrelation,5
d5e31ab9-5187-46aa-b955-664cdf259a42,Multireg,15
0bb9f12c-2a94-4db6-b8a1-3f1b48868daf,Polyfit,30
0bb9f12c-2a94-4db6-b8a1-3f1b48868daf,CrossCorrelation,6
0bb9f12c-2a94-4db6-b8a1-3f1b48868daf,Multireg,17
17645c79-f53b-4a66-bdc4-c0703c2efd75,Polyfit,31
17645c79-f53b-4a66-bdc4-c0703c2efd75,CrossCorrelation,6
17645c79-f53b-4a66-bdc4-c0703c2efd75,Multireg,17
5902af25-43dc-4d98-87f9-b564168a4d7b,Polyfit,33
5902af25-43dc-4d98-87f9-b564168a4d7b,CrossCorrelation,7
5902af25-43dc-4d98-87f9-b564168a4d7b,Multireg,21
5ffd3779-c58d-4b21-915f-b51eb05f4cf3,Polyfit,91
5ffd3779-c58d-4b21-915f-b51eb05f4cf3,CrossCorrelation,15
5ffd3779-c58d-4b21-915f-b51eb05f4cf3,Multireg,35
7301f518-cd84-4768-906e-d688029e7c16,Polyfit,101
7301f518-cd84-4768-906e-d688029e7c16,CrossCorrelation,17
7301f518-cd84-4768-906e-d688029e7c16,Multireg,34
1eafb797-787f-471d-823f-8b99bbdd4dfd,Polyfit,5
1eafb797-787f-471d-823f-8b99bbdd4dfd,CrossCorrelation,2
1eafb797-787f-471d-823f-8b99bbdd4dfd,Multireg,9
213a3c4e-f22c-4b2d-a402-346177815c74,Polyfit,8
213a3c4e-f22c-4b2d-a402-346177815c74,CrossCorrelation,2
213a3c4e-f22c-4b2d-a402-346177815c74,Multireg,9
f24f909b-4882-4245-8cd2-57b90ac727f5,Polyfit,12
f24f909b-4882-4245-8cd2-57b90ac727f5,CrossCorrelation,2
f24f909b-4882-4245-8cd2-57b90ac727f5,Multireg,10
a206f4db-6021-49be-ae68-adcc79a87f68,Polyfit,12
a206f4db-6021-49be-ae68-adcc79a87f68,CrossCorrelation,2
a206f4db-6021-49be-ae68-adcc79a87f68,Multireg,10
02ae19f1-e23f-4479-9250-b0ad44d94083,Polyfit,12
02ae19f1-e23f-4479-9250-b0ad44d94083,CrossCorrelation,3
02ae19f1-e23f-4479-9250-b0ad44d94083,Multireg,9
e1ffc93e-26c0-4e21-8694-ea74c0632c7e,Polyfit,25
e1ffc93e-26c0-4e21-8694-ea74c0632c7e,CrossCorrelation,5
e1ffc93e-26c0-4e21-8694-ea74c0632c7e,Multireg,15
d8f05e07-1ded-4f10-a49f-c00688888ed1,Polyfit,28
d8f05e07-1ded-4f10-a49f-c00688888ed1,CrossCorrelation,6
d8f05e07-1ded-4f10-a49f-c00688888ed1,Multireg,17
7e1d595f-581e-497c-892b-e29196fa0737,Polyfit,32
7e1d595f-581e-497c-892b-e29196fa0737,CrossCorrelation,6
7e1d595f-581e-497c-892b-e29196fa0737,Multireg,17
752af447-0db9-4e58-a328-d686b5efe57a,Polyfit,31
752af447-0db9-4e58-a328-d686b5efe57a,CrossCorrelation,7
752af447-0db9-4e58-a328-d686b5efe57a,Multireg,17
4029f3dd-56a1-4828-aeac-7932547e0f69,Polyfit,93
4029f3dd-56a1-4828-aeac-7932547e0f69,CrossCorrelation,15
4029f3dd-56a1-4828-aeac-7932547e0f69,Multireg,32
266f45ce-958a-48dc-9890-6f28dd5d8dc8,Polyfit,101
266f45ce-958a-48dc-9890-6f28dd5d8dc8,CrossCorrelation,17
266f45ce-958a-48dc-9890-6f28dd5d8dc8,Multireg,34
7cf35975-33b1-4e64-8c92-a04c15370f78,Polyfit,5
7cf35975-33b1-4e64-8c92-a04c15370f78,CrossCorrelation,2
7cf35975-33b1-4e64-8c92-a04c15370f78,Multireg,9
06355b7c-2c9d-41c9-ad9b-d2cb8320ae18,Polyfit,8
06355b7c-2c9d-41c9-ad9b-d2cb8320ae18,CrossCorrelation,2
06355b7c-2c9d-41c9-ad9b-d2cb8320ae18,Multireg,9
a8035008-25ad-47bf-b09f-fa5d3466d793,Polyfit,12
a8035008-25ad-47bf-b09f-fa5d3466d793,CrossCorrelation,2
a8035008-25ad-47bf-b09f-fa5d3466d793,Multireg,10
da933cf8-1f37-4592-94f8-f08a3753bcab,Polyfit,12
da933cf8-1f37-4592-94f8-f08a3753bcab,CrossCorrelation,5
da933cf8-1f37-4592-94f8-f08a3753bcab,Multireg,14
69d3e3f6-fb61-4129-9fd6-69382934860c,Polyfit,12
69d3e3f6-fb61-4129-9fd6-69382934860c,CrossCorrelation,3
69d3e3f6-fb61-4129-9fd6-69382934860c,Multireg,10
c5bdf24a-6dc4-44d4-b775-0889809879fb,Polyfit,25
c5bdf24a-6dc4-44d4-b775-0889809879fb,CrossCorrelation,5
c5bdf24a-6dc4-44d4-b775-0889809879fb,Multireg,15
6e75e32b-7c78-4438-95a4-562ffd213f5e,Polyfit,30
6e75e32b-7c78-4438-95a4-562ffd213f5e,CrossCorrelation,6
6e75e32b-7c78-4438-95a4-562ffd213f5e,Multireg,16
393aa916-3508-4119-8bac-73010e1ccd5c,Polyfit,30
393aa916-3508-4119-8bac-73010e1ccd5c,CrossCorrelation,6
393aa916-3508-4119-8bac-73010e1ccd5c,Multireg,17
ee6af2b4-3592-4452-92b3-2dc8325483ff,Polyfit,33
ee6af2b4-3592-4452-92b3-2dc8325483ff,CrossCorrelation,7
ee6af2b4-3592-4452-92b3-2dc8325483ff,Multireg,19
fdf85afc-574b-4c8b-bfbd-5b44cf570846,Polyfit,92
fdf85afc-574b-4c8b-bfbd-5b44cf570846,CrossCorrelation,15
fdf85afc-574b-4c8b-bfbd-5b44cf570846,Multireg,31
044ce068-7587-4516-9338-e72f13e7e8b8,Polyfit,99
044ce068-7587-4516-9338-e72f13e7e8b8,CrossCorrelation,17
044ce068-7587-4516-9338-e72f13e7e8b8,Multireg,34
82705b4d-2f6e-426a-8300-31a5cdc3e608,Polyfit,5
82705b4d-2f6e-426a-8300-31a5cdc3e608,CrossCorrelation,2
82705b4d-2f6e-426a-8300-31a5cdc3e608,Multireg,9
8fcb1b75-bb5a-4b24-99e4-5ef2aaffbb3a,Polyfit,8
8fcb1b75-bb5a-4b24-99e4-5ef2aaffbb3a,CrossCorrelation,2
8fcb1b75-bb5a-4b24-99e4-5ef2aaffbb3a,Multireg,9
26239749-5edc-4457-8fcb-1ef36620c414,Polyfit,11
26239749-5edc-4457-8fcb-1ef36620c414,CrossCorrelation,2
26239749-5edc-4457-8fcb-1ef36620c414,Multireg,9
85fc7a13-2f84-462b-9b7e-b4a33a633602,Polyfit,12
85fc7a13-2f84-462b-9b7e-b4a33a633602,CrossCorrelation,2
85fc7a13-2f84-462b-9b7e-b4a33a633602,Multireg,9
9553522d-4c18-4bf7-9ac0-0f2a1bdc3481,Polyfit,13
9553522d-4c18-4bf7-9ac0-0f2a1bdc3481,CrossCorrelation,3
9553522d-4c18-4bf7-9ac0-0f2a1bdc3481,Multireg,10
7ae51167-2452-48e5-ac05-f5b51797cf0f,Polyfit,25
7ae51167-2452-48e5-ac05-f5b51797cf0f,CrossCorrelation,5
7ae51167-2452-48e5-ac05-f5b51797cf0f,Multireg,15
945c9683-cc24-4fbf-b68e-16fd46e01519,Polyfit,28
945c9683-cc24-4fbf-b68e-16fd46e01519,CrossCorrelation,6
945c9683-cc24-4fbf-b68e-16fd46e01519,Multireg,16
ae81d18c-ee50-4d39-a0d2-f5b0cf2e914b,Polyfit,31
ae81d18c-ee50-4d39-a0d2-f5b0cf2e914b,CrossCorrelation,6
ae81d18c-ee50-4d39-a0d2-f5b0cf2e914b,Multireg,18
b5a2119f-a3a9-4718-96c7-53eb7b63d119,Polyfit,32
b5a2119f-a3a9-4718-96c7-53eb7b63d119,CrossCorrelation,7
b5a2119f-a3a9-4718-96c7-53eb7b63d119,Multireg,19
c6104399-8d0e-4440-8912-cd387aee7369,Polyfit,88
c6104399-8d0e-4440-8912-cd387aee7369,CrossCorrelation,15
c6104399-8d0e-4440-8912-cd387aee7369,Multireg,32
df5df72c-c009-423a-9869-847577460ba8,Polyfit,102
df5df72c-c009-423a-9869-847577460ba8,CrossCorrelation,17
df5df72c-c009-423a-9869-847577460ba8,Multireg,34
439a6ac3-5e75-485e-904b-49c7f19f5124,Polyfit,5
439a6ac3-5e75-485e-904b-49c7f19f5124,CrossCorrelation,2
439a6ac3-5e75-485e-904b-49c7f19f5124,Multireg,9
477a6c25-eaf9-4b81-b3b7-8c3d8ebadb31,Polyfit,8
477a6c25-eaf9-4b81-b3b7-8c3d8ebadb31,CrossCorrelation,2
477a6c25-eaf9-4b81-b3b7-8c3d8ebadb31,Multireg,9
78eacc34-f92b-4ca8-acaf-4477549e25d5,Polyfit,12
78eacc34-f92b-4ca8-acaf-4477549e25d5,CrossCorrelation,2
78eacc34-f92b-4ca8-acaf-4477549e25d5,Multireg,9
e8d4a943-c2d7-42fd-925d-56466c55dde1,Polyfit,11
e8d4a943-c2d7-42fd-925d-56466c55dde1,CrossCorrelation,2
e8d4a943-c2d7-42fd-925d-56466c55dde1,Multireg,9
4daf3c7e-d41d-4f10-b1af-9e6007b87cf9,Polyfit,12
4daf3c7e-d41d-4f10-b1af-9e6007b87cf9,CrossCorrelation,3
4daf3c7e-d41d-4f10-b1af-9e6007b87cf9,Multireg,9
abe747e4-6789-466b-ab86-ea835f3601fd,Polyfit,26
abe747e4-6789-466b-ab86-ea835f3601fd,CrossCorrelation,5
abe747e4-6789-466b-ab86-ea835f3601fd,Multireg,15
28d91284-2471-442e-a3af-03fbc003fbe4,Polyfit,29
28d91284-2471-442e-a3af-03fbc003fbe4,CrossCorrelation,6
28d91284-2471-442e-a3af-03fbc003fbe4,Multireg,16
ade30098-8456-43b5-994e-0302fc30e4d8,Polyfit,31
ade30098-8456-43b5-994e-0302fc30e4d8,CrossCorrelation,6
ade30098-8456-43b5-994e-0302fc30e4d8,Multireg,17
7e2ba534-2215-4a79-8e89-bdfe1cd136a5,Polyfit,33
7e2ba534-2215-4a79-8e89-bdfe1cd136a5,CrossCorrelation,7
7e2ba534-2215-4a79-8e89-bdfe1cd136a5,Multireg,17
1e71ae6b-bf3f-4e59-95d5-7516867ed49d,Polyfit,91
1e71ae6b-bf3f-4e59-95d5-7516867ed49d,CrossCorrelation,15
1e71ae6b-bf3f-4e59-95d5-7516867ed49d,Multireg,32
7ac92807-8479-4565-91a0-e6030a279eb1,Polyfit,100
7ac92807-8479-4565-91a0-e6030a279eb1,CrossCorrelation,17
7ac92807-8479-4565-91a0-e6030a279eb1,Multireg,34
11ee053b-cdc5-44fa-8938-b33bfc87a1fb,Polyfit,5
11ee053b-cdc5-44fa-8938-b33bfc87a1fb,CrossCorrelation,2
11ee053b-cdc5-44fa-8938-b33bfc87a1fb,Multireg,9
89bc0301-9a78-4148-8488-ff380b4862ad,Polyfit,8
89bc0301-9a78-4148-8488-ff380b4862ad,CrossCorrelation,2
89bc0301-9a78-4148-8488-ff380b4862ad,Multireg,9
08987fec-e0e3-4c90-a743-7cc74b8f7ce1,Polyfit,12
08987fec-e0e3-4c90-a743-7cc74b8f7ce1,CrossCorrelation,2
08987fec-e0e3-4c90-a743-7cc74b8f7ce1,Multireg,9
71d81341-5b39-4390-b6b1-f0ae89a56d98,Polyfit,11
71d81341-5b39-4390-b6b1-f0ae89a56d98,CrossCorrelation,2
71d81341-5b39-4390-b6b1-f0ae89a56d98,Multireg,9
d7801508-97b1-4e89-b659-db58bbb03426,Polyfit,12
d7801508-97b1-4e89-b659-db58bbb03426,CrossCorrelation,3
d7801508-97b1-4e89-b659-db58bbb03426,Multireg,9
7e96a6bd-2997-4596-ba83-4713fffe6abd,Polyfit,25
7e96a6bd-2997-4596-ba83-4713fffe6abd,CrossCorrelation,5
7e96a6bd-2997-4596-ba83-4713fffe6abd,Multireg,15
fcd4a4ae-0c8a-4782-ac04-1707ace01558,Polyfit,29
fcd4a4ae-0c8a-4782-ac04-1707ace01558,CrossCorrelation,6
fcd4a4ae-0c8a-4782-ac04-1707ace01558,Multireg,16
7fcde91c-32f3-4558-825c-3d31d2726c60,Polyfit,30
7fcde91c-32f3-4558-825c-3d31d2726c60,CrossCorrelation,6
7fcde91c-32f3-4558-825c-3d31d2726c60,Multireg,17
9bdd2c7e-16d0-4c03-b108-bfc07e2da427,Polyfit,33
9bdd2c7e-16d0-4c03-b108-bfc07e2da427,CrossCorrelation,7
9bdd2c7e-16d0-4c03-b108-bfc07e2da427,Multireg,17
fb9de2a8-f281-40a6-b94b-de09518333fb,Polyfit,93
fb9de2a8-f281-40a6-b94b-de09518333fb,CrossCorrelation,15
fb9de2a8-f281-40a6-b94b-de09518333fb,Multireg,32
869600a2-21a4-4730-9880-87c8c08cad40,Polyfit,97
869600a2-21a4-4730-9880-87c8c08cad40,CrossCorrelation,17
869600a2-21a4-4730-9880-87c8c08cad40,Multireg,34
e81b8bb9-57ed-4220-8a90-7c7a44ab9b19,Polyfit,6
e81b8bb9-57ed-4220-8a90-7c7a44ab9b19,CrossCorrelation,3
e81b8bb9-57ed-4220-8a90-7c7a44ab9b19,Multireg,9
552c4f8d-af03-4279-8045-1af9021aeb4d,Polyfit,8
552c4f8d-af03-4279-8045-1af9021aeb4d,CrossCorrelation,2
552c4f8d-af03-4279-8045-1af9021aeb4d,Multireg,9
139d8df6-97e3-4f22-a32e-567f56afe1c5,Polyfit,13
139d8df6-97e3-4f22-a32e-567f56afe1c5,CrossCorrelation,2
139d8df6-97e3-4f22-a32e-567f56afe1c5,Multireg,10
9b83464b-79d8-468c-9006-736a1123ce8a,Polyfit,14
9b83464b-79d8-468c-9006-736a1123ce8a,CrossCorrelation,2
9b83464b-79d8-468c-9006-736a1123ce8a,Multireg,11
55540be6-4439-4cc6-a4dd-941f56670e42,Polyfit,12
55540be6-4439-4cc6-a4dd-941f56670e42,CrossCorrelation,3
55540be6-4439-4cc6-a4dd-941f56670e42,Multireg,10
04f63b2a-6ac2-4912-aa7a-ba1f305f88a1,Polyfit,24
04f63b2a-6ac2-4912-aa7a-ba1f305f88a1,CrossCorrelation,5
04f63b2a-6ac2-4912-aa7a-ba1f305f88a1,Multireg,15
7ec2d39e-0740-4302-aa45-4c5403c38d9b,Polyfit,29
7ec2d39e-0740-4302-aa45-4c5403c38d9b,CrossCorrelation,6
7ec2d39e-0740-4302-aa45-4c5403c38d9b,Multireg,16
64047205-56b5-44f3-9a2f-f804929d4789,Polyfit,31
64047205-56b5-44f3-9a2f-f804929d4789,CrossCorrelation,6
64047205-56b5-44f3-9a2f-f804929d4789,Multireg,17
335456e5-4b3f-4631-aa52-557f326937f9,Polyfit,33
335456e5-4b3f-4631-aa52-557f326937f9,CrossCorrelation,7
335456e5-4b3f-4631-aa52-557f326937f9,Multireg,18
2e9ba82f-2ec5-41a8-b6ba-d61c141421d0,Polyfit,94
2e9ba82f-2ec5-41a8-b6ba-d61c141421d0,CrossCorrelation,15
2e9ba82f-2ec5-41a8-b6ba-d61c141421d0,Multireg,34
9a59c2e6-debd-429c-a72e-c77b6e2e7693,Polyfit,102
9a59c2e6-debd-429c-a72e-c77b6e2e7693,CrossCorrelation,17
9a59c2e6-debd-429c-a72e-c77b6e2e7693,Multireg,35
ed0260af-9e44-4c8c-bd37-89e18b6709e6,Polyfit,5
ed0260af-9e44-4c8c-bd37-89e18b6709e6,CrossCorrelation,2
ed0260af-9e44-4c8c-bd37-89e18b6709e6,Multireg,11
890b75d3-dbe3-4aa6-8da6-9029d402d41f,Polyfit,8
890b75d3-dbe3-4aa6-8da6-9029d402d41f,CrossCorrelation,2
890b75d3-dbe3-4aa6-8da6-9029d402d41f,Multireg,9
2c42d588-8e66-4ca1-b5bd-b2826bacbf42,Polyfit,11
